Date,Store_ID,Product_ID,Units_Sold,Price_per_Unit
2023-05-01,1,1,4,31.352417874712007
2023-05-02,1,1,5,26.094043829919592
2023-05-03,1,1,8,68.46696091424931
2023-05-04,1,1,7,74.88459318269163
2023-05-05,1,1,1,58.82862074994094
2023-05-06,1,1,3,67.2699356367306
2023-05-07,1,1,6,31.95906790411752
2023-05-08,1,1,6,98.10035724475081
2023-05-09,1,1,3,90.2841899659402
2023-05-10,1,1,2,41.50705669252081
2023-05-11,1,1,1,61.92134961637232
2023-05-12,1,1,1,27.571868901824004
2023-05-13,1,1,3,61.48037792882648
2023-05-14,1,1,1,13.924339457899038
2023-05-15,1,1,5,89.5144620039633
2023-05-16,1,1,9,95.77646623215578
2023-05-17,1,1,1,59.748847015194094
2023-05-18,1,1,3,98.22984253444412
2023-05-19,1,1,4,36.50040028626271
2023-05-20,1,1,5,27.18199280353114
2023-05-21,1,1,1,38.522980464064986
2023-05-22,1,1,2,60.11211362125152
2023-05-23,1,1,6,72.64268170074757
2023-05-24,1,1,8,16.337451776458952
2023-05-25,1,1,2,65.35065040292528
2023-05-26,1,1,6,42.27821031665475
2023-05-27,1,1,10,88.96357647351599
2023-05-28,1,1,1,86.3802815432207
2023-05-29,1,1,9,73.22356755883983
2023-05-30,1,1,7,36.4232659838044
2023-05-31,1,1,7,47.780277080164886
2023-06-01,1,1,2,88.03650867220934
2023-06-02,1,1,10,10.46663764965881
2023-06-03,1,1,4,81.84656610700976
2023-06-04,1,1,1,16.38468252999349
2023-06-05,1,1,3,40.41956411663823
2023-06-06,1,1,2,18.45837458567821
2023-06-07,1,1,7,70.48235217656794
2023-06-08,1,1,3,51.90382163192142
2023-06-09,1,1,6,63.174993451210966
2023-06-10,1,1,6,32.52262244642776
2023-06-11,1,1,10,84.03405045936924
2023-06-12,1,1,6,58.33741844769899
2023-06-13,1,1,5,57.001893404932396
2023-06-14,1,1,5,34.43886242377677
2023-06-15,1,1,5,51.15386454523557
2023-06-16,1,1,6,14.651354905174692
2023-06-17,1,1,4,47.02185145510107
2023-06-18,1,1,3,67.3686911348386
2023-06-19,1,1,4,21.947088001867282
2023-06-20,1,1,2,56.46703134710758
2023-06-21,1,1,3,81.56675752918333
2023-06-22,1,1,3,49.507427863507246
2023-06-23,1,1,7,32.57744746119951
2023-06-24,1,1,10,96.63835732101326
2023-06-25,1,1,7,48.5483027446097
2023-06-26,1,1,5,15.237423595759925
2023-06-27,1,1,10,24.079333840397744
2023-06-28,1,1,2,31.58086232416629
2023-06-29,1,1,6,74.31363304300561
2023-06-30,1,1,8,94.11525976057388
2023-07-01,1,1,1,95.93787525968747
2023-07-02,1,1,7,69.14001956501502
2023-07-03,1,1,5,65.05486716109169
2023-07-04,1,1,7,14.294451492248392
2023-07-05,1,1,10,42.03754107861354
2023-07-06,1,1,5,20.814818302507796
2023-07-07,1,1,5,18.47412894417041
2023-07-08,1,1,4,25.77972429004047
2023-07-09,1,1,10,78.70279807035199
2023-07-10,1,1,5,52.61245937025091
2023-07-11,1,1,1,51.82064316456503
2023-07-12,1,1,5,45.86542609576361
2023-07-13,1,1,10,95.42311584322474
2023-07-14,1,1,4,14.077360879484006
2023-07-15,1,1,10,66.32739241428128
2023-07-16,1,1,10,55.09358955237333
2023-07-17,1,1,8,69.28242684570506
2023-07-18,1,1,4,65.42660479509225
2023-07-19,1,1,7,94.98264374126506
2023-07-20,1,1,4,61.792676008829105
2023-07-21,1,1,2,61.603033750474
2023-07-22,1,1,1,51.2427601442365
2023-07-23,1,1,3,83.85755281695599
2023-07-24,1,1,3,83.83841593941412
2023-07-25,1,1,8,91.48155777604573
2023-07-26,1,1,2,13.506681907921028
2023-07-27,1,1,2,71.47060960747211
2023-07-28,1,1,1,69.01503718426679
2023-07-29,1,1,10,71.34523020755108
2023-07-30,1,1,2,33.462507541231275
2023-07-31,1,1,7,20.634834485949064
2023-08-01,1,1,5,41.35029440078776
2023-08-02,1,1,8,76.15639394234972
2023-08-03,1,1,5,97.08224963682227
2023-08-04,1,1,4,25.969558940175055
2023-08-05,1,1,9,61.16682553749625
2023-08-06,1,1,3,99.1454627800606
2023-08-07,1,1,4,43.481627721350485
2023-08-08,1,1,7,62.24896111095189
2023-08-09,1,1,7,93.76815930432082
2023-08-10,1,1,5,31.473717381130616
2023-08-11,1,1,7,77.57839610123476
2023-08-12,1,1,9,31.44125371635815
2023-08-13,1,1,1,58.08947261775071
2023-08-14,1,1,4,84.38117194969675
2023-08-15,1,1,6,36.78716570583798
2023-08-16,1,1,3,45.02815108607468
2023-08-17,1,1,9,86.24288296860308
2023-08-18,1,1,9,38.73822738313734
2023-08-19,1,1,4,61.60940993109575
2023-08-20,1,1,5,18.253373253263298
2023-08-21,1,1,9,59.833274711122066
2023-08-22,1,1,5,77.7137076493912
2023-08-23,1,1,7,80.31664454240823
2023-08-24,1,1,7,18.208549274382133
2023-08-25,1,1,10,97.68233876809691
2023-08-26,1,1,10,49.73774512360393
2023-08-27,1,1,7,59.132419314849
2023-08-28,1,1,2,97.17867495767214
2023-08-29,1,1,9,78.5359568545725
2023-08-30,1,1,1,19.101040851051124
2023-08-31,1,1,7,48.3482327542247
2023-09-01,1,1,8,16.548670572777418
2023-09-02,1,1,2,90.2707217899099
2023-09-03,1,1,2,17.32139025777098
2023-09-04,1,1,5,30.990526518207503
2023-09-05,1,1,8,43.68437161805083
2023-09-06,1,1,1,89.23239717745751
2023-09-07,1,1,1,95.25237196454728
2023-09-08,1,1,9,63.26998649391559
2023-09-09,1,1,4,43.86336269778242
2023-09-10,1,1,3,79.94322243346932
2023-09-11,1,1,6,73.4575927866994
2023-09-12,1,1,10,91.57189465852623
2023-09-13,1,1,7,49.10066600394442
2023-09-14,1,1,2,52.17945777947136
2023-09-15,1,1,10,76.68764748196014
2023-09-16,1,1,8,20.577362209939437
2023-09-17,1,1,9,76.97904912489682
2023-09-18,1,1,3,62.503188858744366
2023-09-19,1,1,9,43.73835215713336
2023-09-20,1,1,1,17.46021895240188
2023-09-21,1,1,1,30.123625466750738
2023-09-22,1,1,6,82.18983241240606
2023-09-23,1,1,5,13.906070496835548
2023-09-24,1,1,5,99.36683165073703
2023-09-25,1,1,5,32.769115119031696
2023-09-26,1,1,3,97.2372282057189
2023-09-27,1,1,2,24.959388871832765
2023-09-28,1,1,1,72.61738200861555
2023-09-29,1,1,1,66.48022720756572
2023-09-30,1,1,6,44.57816482412979
2023-10-01,1,1,7,14.090174230731208
2023-10-02,1,1,10,95.53703356689029
2023-10-03,1,1,8,45.50696187473169
2023-10-04,1,1,8,65.8119338021383
2023-10-05,1,1,8,25.271191350600898
2023-10-06,1,1,4,51.7328564445984
2023-10-07,1,1,10,30.64552711344547
2023-10-08,1,1,5,97.69553268995499
2023-10-09,1,1,6,12.908435599868541
2023-10-10,1,1,9,37.8574854657695
2023-10-11,1,1,4,64.25036938209686
2023-10-12,1,1,3,84.0283518630852
2023-10-13,1,1,2,47.49751519646313
2023-10-14,1,1,5,65.20736763422109
2023-10-15,1,1,2,17.447357803177553
2023-10-16,1,1,2,59.6429085289663
2023-10-17,1,1,5,12.37302770475268
2023-10-18,1,1,1,79.9842055361703
2023-10-19,1,1,2,98.854851638345
2023-10-20,1,1,1,43.906507294414666
2023-10-21,1,1,10,44.28017709679194
2023-10-22,1,1,6,84.6247798635863
2023-10-23,1,1,1,85.44958342400241
2023-10-24,1,1,2,13.313968087239225
2023-10-25,1,1,1,11.230476834429755
2023-10-26,1,1,7,87.82501386295479
2023-10-27,1,1,1,58.09116475265168
2023-10-28,1,1,5,99.69731533665149
2023-10-29,1,1,5,62.663457909292475
2023-10-30,1,1,5,95.02891568941853
2023-10-31,1,1,10,44.006549434820776
2023-11-01,1,1,5,50.54897217790842
2023-11-02,1,1,1,95.86459245328501
2023-11-03,1,1,4,30.577852495311646
2023-11-04,1,1,1,78.12992189550059
2023-11-05,1,1,2,42.23464462295564
2023-11-06,1,1,8,11.996626782727146
2023-11-07,1,1,10,56.827693081341394
2023-11-08,1,1,6,84.82343410562511
2023-11-09,1,1,2,86.69633502866861
2023-11-10,1,1,6,97.11763888958407
2023-11-11,1,1,9,63.09603074238725
2023-11-12,1,1,7,77.9623530106257
2023-11-13,1,1,5,67.54252212768182
2023-11-14,1,1,3,91.28359528089636
2023-11-15,1,1,2,41.55288029259373
2023-11-16,1,1,2,67.29798894600543
2023-11-17,1,1,3,91.37428250443736
2023-11-18,1,1,4,59.27016762092004
2023-11-19,1,1,1,80.52877114670288
2023-11-20,1,1,7,57.12420484135101
2023-11-21,1,1,1,95.45685612918778
2023-11-22,1,1,4,51.34121271515552
2023-11-23,1,1,1,54.29046637715844
2023-11-24,1,1,4,51.322218061443515
2023-11-25,1,1,2,65.87251159798822
2023-11-26,1,1,2,39.587644925875736
2023-11-27,1,1,3,58.3537075042663
2023-11-28,1,1,7,21.524125506199518
2023-11-29,1,1,6,72.79008163272385
2023-11-30,1,1,4,26.369207595923033
2023-12-01,1,1,8,47.04950929217753
2023-12-02,1,1,3,56.371244937778975
2023-12-03,1,1,2,64.17418559868642
2023-12-04,1,1,3,13.678175463983099
2023-12-05,1,1,5,41.0574365040148
2023-12-06,1,1,10,25.93094358490721
2023-12-07,1,1,5,59.38437782866678
2023-12-08,1,1,5,51.47008912294532
2023-12-09,1,1,10,90.47955366063331
2023-12-10,1,1,1,55.30755437693712
2023-12-11,1,1,9,18.306152760587146
2023-12-12,1,1,9,71.90062453864746
2023-12-13,1,1,8,88.62207616960995
2023-12-14,1,1,1,34.918988333248336
2023-12-15,1,1,1,17.606530691261373
2023-12-16,1,1,3,26.60689174207396
2023-12-17,1,1,8,53.60706866719192
2023-12-18,1,1,10,78.3959868043827
2023-12-19,1,1,8,74.84644552523184
2023-12-20,1,1,10,13.30148826015381
2023-12-21,1,1,8,21.980523572873043
2023-12-22,1,1,3,90.56861539184794
2023-12-23,1,1,2,50.26711301411092
2023-12-24,1,1,3,45.74474492536743
2023-12-25,1,1,9,76.36646854844372
2023-12-26,1,1,10,60.75685828169527
2023-12-27,1,1,1,29.03032062968902
2023-12-28,1,1,10,58.18020076139712
2023-12-29,1,1,9,90.14745526659054
2023-12-30,1,1,4,52.65729472875005
2023-12-31,1,1,10,81.02541147466044
2023-01-01,1,2,2,17.82282592786813
2023-01-02,1,2,6,62.815700621879124
2023-01-03,1,2,8,62.78818911946832
2023-01-04,1,2,3,44.08953633561604
2023-01-05,1,2,5,42.67740667587716
2023-01-06,1,2,10,64.67997000642156
2023-01-07,1,2,8,54.842292806404615
2023-01-08,1,2,6,64.51973374211985
2023-01-09,1,2,1,10.678092682066726
2023-01-10,1,2,5,23.75732252658988
2023-01-11,1,2,7,53.90288207278641
2023-01-12,1,2,8,90.70888821637827
2023-01-13,1,2,7,14.647193008706155
2023-01-14,1,2,8,72.72653161297794
2023-01-15,1,2,8,20.08350119512471
2023-01-16,1,2,2,61.8398576025094
2023-01-17,1,2,4,10.477000575784487
2023-01-18,1,2,6,33.211254434044584
2023-01-19,1,2,8,75.06064869595981
2023-01-20,1,2,9,74.66115437528983
2023-01-21,1,2,8,52.89575357137708
2023-01-22,1,2,5,26.833937370177104
2023-01-23,1,2,6,73.98572309530735
2023-01-24,1,2,4,55.68493408160095
2023-01-25,1,2,1,57.6856020863005
2023-01-26,1,2,1,64.95580381974693
2023-01-27,1,2,6,62.31143992803511
2023-01-28,1,2,4,38.85779729435629
2023-01-29,1,2,3,14.664118314018422
2023-01-30,1,2,2,50.88411749971897
2023-01-31,1,2,5,15.703747342549097
2023-02-01,1,2,2,39.01184604772507
2023-02-02,1,2,2,17.908130011839113
2023-02-03,1,2,5,10.243980947289671
2023-02-04,1,2,9,63.60748665470599
2023-02-05,1,2,8,64.54916929502548
2023-02-06,1,2,3,41.39814398886958
2023-02-07,1,2,1,86.56547140148092
2023-02-08,1,2,2,21.186750113699027
2023-02-09,1,2,8,99.18365288116516
2023-02-10,1,2,2,26.310975954909413
2023-02-11,1,2,3,93.380448123074
2023-02-12,1,2,6,14.328517956767893
2023-02-13,1,2,8,84.51467984597427
2023-02-14,1,2,5,28.14645880429701
2023-02-15,1,2,3,24.783921813789362
2023-02-16,1,2,5,31.21225714584998
2023-02-17,1,2,10,91.70795174162643
2023-02-18,1,2,9,88.94804867317974
2023-02-19,1,2,9,71.46838570754193
2023-02-20,1,2,8,49.52214177131966
2023-02-21,1,2,3,66.16913897636539
2023-02-22,1,2,1,77.2848442158626
2023-02-23,1,2,1,30.89914256321356
2023-02-24,1,2,1,45.233389918135174
2023-02-25,1,2,2,58.919757500258974
2023-02-26,1,2,8,30.61228518323167
2023-02-27,1,2,7,20.520823663752765
2023-02-28,1,2,6,39.95342073212359
2023-03-01,1,2,3,40.14150531913775
2023-03-02,1,2,4,81.46226703432664
2023-03-03,1,2,1,58.01149827786894
2023-03-04,1,2,7,61.58357643316498
2023-03-05,1,2,6,77.71628080349404
2023-03-06,1,2,5,80.0714745145676
2023-03-07,1,2,1,13.017919126220145
2023-03-08,1,2,6,74.26576740012527
2023-03-09,1,2,5,88.90890730855745
2023-03-10,1,2,1,19.262442766973052
2023-03-11,1,2,4,51.13001973535105
2023-03-12,1,2,4,45.755856150433054
2023-03-13,1,2,8,23.492568461389638
2023-03-14,1,2,4,75.00273115537597
2023-03-15,1,2,2,11.098276508624007
2023-03-16,1,2,3,72.455360002039
2023-03-17,1,2,4,74.4561167259657
2023-03-18,1,2,5,84.41189450281705
2023-03-19,1,2,10,40.827183146068904
2023-03-20,1,2,6,46.07662750872759
2023-03-21,1,2,10,95.25550056506339
2023-03-22,1,2,10,62.76068488151175
2023-03-23,1,2,2,65.0308811891183
2023-03-24,1,2,8,88.49115180497364
2023-03-25,1,2,4,92.68754700346719
2023-03-26,1,2,5,93.02494430595661
2023-03-27,1,2,8,68.62304898894214
2023-03-28,1,2,1,61.86595241501318
2023-03-29,1,2,10,16.20293854304969
2023-03-30,1,2,3,76.27998120622506
2023-03-31,1,2,8,85.63956687823806
2023-04-01,1,2,7,21.052970366116043
2023-04-02,1,2,5,98.63570790661011
2023-04-03,1,2,4,21.219641308294015
2023-04-04,1,2,9,39.89317713894451
2023-04-05,1,2,6,56.69542514134649
2023-04-06,1,2,8,64.71049544148329
2023-04-07,1,2,9,76.982468665896
2023-04-08,1,2,10,82.25681037382103
2023-04-09,1,2,5,64.33493785571251
2023-04-10,1,2,3,45.8351824231849
2023-04-11,1,2,9,87.71663265516612
2023-04-12,1,2,6,41.17113949293651
2023-04-13,1,2,2,53.27532802801662
2023-04-14,1,2,1,62.83614017229105
2023-04-15,1,2,3,32.34037984814367
2023-04-16,1,2,9,54.853099546553175
2023-04-17,1,2,6,13.049124422193549
2023-04-18,1,2,1,42.61545092049698
2023-04-19,1,2,6,29.808749267298737
2023-04-20,1,2,2,69.71836348150396
2023-04-21,1,2,7,97.79871841144806
2023-04-22,1,2,9,23.379645497780167
2023-04-23,1,2,6,87.45688161016605
2023-04-24,1,2,8,55.19755092981183
2023-04-25,1,2,1,37.89432336417498
2023-04-26,1,2,7,48.41100148030745
2023-04-27,1,2,8,90.82488604966424
2023-04-28,1,2,1,13.28947010632854
2023-04-29,1,2,8,62.87082438106669
2023-04-30,1,2,1,79.79748550255096
2023-05-01,1,2,2,57.195124239482205
2023-05-02,1,2,1,46.06867547877934
2023-05-03,1,2,6,78.88206529596165
2023-05-04,1,2,4,26.3735317445744
2023-05-05,1,2,7,95.15039159202695
2023-05-06,1,2,10,34.367020582919835
2023-05-07,1,2,2,46.78607539882868
2023-05-08,1,2,7,98.10382920543651
2023-05-09,1,2,2,88.02943840103711
2023-05-10,1,2,8,12.438639325313513
2023-05-11,1,2,7,32.84997076389739
2023-05-12,1,2,7,70.47034692388556
2023-05-13,1,2,8,19.369772378611646
2023-05-14,1,2,5,26.069019584890025
2023-05-15,1,2,1,60.10494263050295
2023-05-16,1,2,8,18.949725348341065
2023-05-17,1,2,8,75.00402386700932
2023-05-18,1,2,8,82.61651340663273
2023-05-19,1,2,4,94.9968753019546
2023-05-20,1,2,6,28.448586587423886
2023-05-21,1,2,7,90.67022366690078
2023-05-22,1,2,7,66.99166974198644
2023-05-23,1,2,1,28.70976296314246
2023-05-24,1,2,3,21.049920069643765
2023-05-25,1,2,3,62.473740487272295
2023-05-26,1,2,2,90.34045399692774
2023-05-27,1,2,5,40.76356165280884
2023-05-28,1,2,10,84.25965982803937
2023-05-29,1,2,3,63.1265448263327
2023-05-30,1,2,4,66.17340170642206
2023-05-31,1,2,6,79.64510708812062
2023-06-01,1,2,9,49.2513876221785
2023-06-02,1,2,3,95.3607976265941
2023-06-03,1,2,6,80.17828973092277
2023-06-04,1,2,1,88.16211783081215
2023-06-05,1,2,8,98.68305810175612
2023-06-06,1,2,7,81.98697303525837
2023-06-07,1,2,1,53.630053043531156
2023-06-08,1,2,1,34.180962344645145
2023-06-09,1,2,8,72.8961267844814
2023-06-10,1,2,9,33.20989168898821
2023-06-11,1,2,6,68.05487509923965
2023-06-12,1,2,4,21.904859001279736
2023-06-13,1,2,2,34.50765938674321
2023-06-14,1,2,6,92.28689259044491
2023-06-15,1,2,5,83.35489855622114
2023-06-16,1,2,9,34.66496986184854
2023-06-17,1,2,1,46.472327922491985
2023-06-18,1,2,6,84.67676233364814
2023-06-19,1,2,7,19.592085711580694
2023-06-20,1,2,6,22.319706706192655
2023-06-21,1,2,9,33.9848554033794
2023-06-22,1,2,8,32.565759450543794
2023-06-23,1,2,9,54.48464651244443
2023-06-24,1,2,10,92.29707513324638
2023-06-25,1,2,10,46.394335139412185
2023-06-26,1,2,10,47.98324535956186
2023-06-27,1,2,2,24.965503188047148
2023-06-28,1,2,1,17.45188011326138
2023-06-29,1,2,4,79.38873329819306
2023-06-30,1,2,5,85.33710916327264
2023-07-01,1,2,4,74.71413146658209
2023-07-02,1,2,7,64.93642003071619
2023-07-03,1,2,6,52.84453619791897
2023-07-04,1,2,8,94.31467653922822
2023-07-05,1,2,5,53.53794477391715
2023-07-06,1,2,10,12.80648215551562
2023-07-07,1,2,4,24.581249010242615
2023-07-08,1,2,4,14.628323213582531
2023-07-09,1,2,2,66.09992958144917
2023-07-10,1,2,2,19.593842782039463
2023-07-11,1,2,9,41.63861450207969
2023-07-12,1,2,1,54.59421845855786
2023-07-13,1,2,8,49.13446047433716
2023-07-14,1,2,7,16.83400693326599
2023-07-15,1,2,2,81.94742910720814
2023-07-16,1,2,3,34.49306235069665
2023-07-17,1,2,2,19.27843714123704
2023-07-18,1,2,5,18.242386599397072
2023-07-19,1,2,1,22.313676782706526
2023-07-20,1,2,10,72.15042092010765
2023-07-21,1,2,1,26.66196359547577
2023-07-22,1,2,8,78.25531725511134
2023-07-23,1,2,5,78.31322609849649
2023-07-24,1,2,5,72.30489080660672
2023-07-25,1,2,6,98.25191201619893
2023-07-26,1,2,2,54.04824672788264
2023-07-27,1,2,10,14.6436225992839
2023-07-28,1,2,10,13.54841302316553
2023-07-29,1,2,10,62.94373812729379
2023-07-30,1,2,1,26.25178106146002
2023-07-31,1,2,5,52.588910627320004
2023-08-01,1,2,7,13.055138072721896
2023-08-02,1,2,5,75.79213043124534
2023-08-03,1,2,3,93.19565758388774
2023-08-04,1,2,2,47.958639375746124
2023-08-05,1,2,2,77.05580933081984
2023-08-06,1,2,4,86.00944586815633
2023-08-07,1,2,2,57.0191118464052
2023-08-08,1,2,7,13.330687124394336
2023-08-09,1,2,8,30.700795355893273
2023-08-10,1,2,2,89.6498520870953
2023-08-11,1,2,8,49.69289455733455
2023-08-12,1,2,7,15.882070671904813
2023-08-13,1,2,8,58.55421631378035
2023-08-14,1,2,6,38.68772526388629
2023-08-15,1,2,2,56.81512988908587
2023-08-16,1,2,10,88.89988400762046
2023-08-17,1,2,2,12.196070340088422
2023-08-18,1,2,10,99.13071820075994
2023-08-19,1,2,7,26.692561861905023
2023-08-20,1,2,2,94.51609286616066
2023-08-21,1,2,3,16.302673517272392
2023-08-22,1,2,4,14.741545237950573
2023-08-23,1,2,1,46.1737822248318
2023-08-24,1,2,5,53.18031941708543
2023-08-25,1,2,8,34.45182739621036
2023-08-26,1,2,9,79.14460724780663
2023-08-27,1,2,9,40.27334174455798
2023-08-28,1,2,4,76.38240714300024
2023-08-29,1,2,1,19.94267018182552
2023-08-30,1,2,8,35.85150924886736
2023-08-31,1,2,4,74.39979837108177
2023-09-01,1,2,5,13.78838706727257
2023-09-02,1,2,1,91.93051918517808
2023-09-03,1,2,9,19.852083881120365
2023-09-04,1,2,9,71.16825544237628
2023-09-05,1,2,10,81.8190389929045
2023-09-06,1,2,5,18.046990208103356
2023-09-07,1,2,6,98.40974635720734
2023-09-08,1,2,8,52.06613601248827
2023-09-09,1,2,2,25.03305514828677
2023-09-10,1,2,4,15.848776853460462
2023-09-11,1,2,8,94.84585967216131
2023-09-12,1,2,6,64.69631153909732
2023-09-13,1,2,10,14.22508214330317
2023-09-14,1,2,9,29.84375881631578
2023-09-15,1,2,1,96.1543236684993
2023-09-16,1,2,8,41.51127332500571
2023-09-17,1,2,5,66.68001306965378
2023-09-18,1,2,7,89.54072964670831
2023-09-19,1,2,3,63.754666518730694
2023-09-20,1,2,1,25.650572429753858
2023-09-21,1,2,10,56.37231318832533
2023-09-22,1,2,2,72.6418556248413
2023-09-23,1,2,8,90.76925332415834
2023-09-24,1,2,3,30.19965146529946
2023-09-25,1,2,8,77.30844436830057
2023-09-26,1,2,9,63.364594135753286
2023-09-27,1,2,5,18.233815365797938
2023-09-28,1,2,9,45.205278947234184
2023-09-29,1,2,9,13.99389971799131
2023-09-30,1,2,2,87.59148555389055
2023-10-01,1,2,9,39.61462288328839
2023-10-02,1,2,9,59.57716335482254
2023-10-03,1,2,2,46.760789176362884
2023-10-04,1,2,6,33.37784053842935
2023-10-05,1,2,5,14.390522350585577
2023-10-06,1,2,2,17.294159431688314
2023-10-07,1,2,5,99.23278016305433
2023-10-08,1,2,2,54.56318743125769
2023-10-09,1,2,3,84.22128693326343
2023-10-10,1,2,8,69.59008090959082
2023-10-11,1,2,8,60.9158767596212
2023-10-12,1,2,1,89.07669877196422
2023-10-13,1,2,3,88.13447236463922
2023-10-14,1,2,1,24.16065937322734
2023-10-15,1,2,9,40.06079908707141
2023-10-16,1,2,9,93.70813154587648
2023-10-17,1,2,4,65.67502403936659
2023-10-18,1,2,6,27.02993858065053
2023-10-19,1,2,5,89.27836832790356
2023-10-20,1,2,10,51.892300789298524
2023-10-21,1,2,7,10.46306536792433
2023-10-22,1,2,5,76.9157430662447
2023-10-23,1,2,2,83.6170321707156
2023-10-24,1,2,7,27.381957812856374
2023-10-25,1,2,1,60.38598810779465
2023-10-26,1,2,8,33.38232229577439
